Geo Point;Geo Shape;codbarrio;nombre;coddistbar;coddistrit;codbar;transporte;stop_id;stop_name;stop_desc;X;Y;zone_id
39.46992747262708, -0.33562375954961143;"{""coordinates"": [-0.335623759549611, 39.46992747262708], ""type"": ""Point""}";4;BETERO;114;11;114;emt;1409;Blasco Ib��ez - Manuela Estelles;AV BLASCO IBA�EZ 200 - VAL�NCIA;729195.15;4372315.92;
39.47368985478737, -0.3257277947693958;"{""coordinates"": [-0.325727794769396, 39.47368985478737], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;metrovlc;81;Eugenia Vi�es;NULL;730034.14;4372758.79;A
39.467778400639034, -0.33169970018359657;"{""coordinates"": [-0.331699700183597, 39.467778400639034], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;1050;Mediterr�nia - Vicent Brull;C MEDITERRANEO 4 - VAL�NCIA;729539.82;4372087.36;
39.46688913638225, -0.32533499743841016;"{""coordinates"": [-0.32533499743841, 39.46688913638225], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;1052;Eug�nia Vi�es - Mare de D�u del Sufragi;C EUGENIA VI�ES 109 (DAVANT BALNEARI) - VAL�NCIA;730090.35;4372004.89;
39.46940068511278, -0.32797464103358204;"{""coordinates"": [-0.327974641033582, 39.46940068511278], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;11;Dr. Lluch - Pescadors;C DOCTOR LLUCH 157 (DAVANT) - VAL�NCIA;729854.97;4372276.94;
39.4735075015017, -0.32466643066233686;"{""coordinates"": [-0.324666430662337, 39.4735075015017], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;1158;Passeig Mar�tim - S�quia de la Cadena;PSEG PASEO MARITIMO CASABLANCA - VAL�NCIA;730126.05;4372741.26;
39.47346915545767, -0.3273769606648332;"{""coordinates"": [-0.327376960664833, 39.47346915545767], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;13;Dr. Lluch - Vicent Guillot;C DOCTOR LLUCH 228 - VAL�NCIA;729892.99;4372730.08;
39.47225105896485, -0.3340077176198848;"{""coordinates"": [-0.334007717619885, 39.47225105896485], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;1552;Mar� Blas de Lezo - Felip Gauna;C MARINO BLAS DE LEZO 30 - VAL�NCIA;729326.55;4372577.96;
39.463786402976126, -0.3294739957096234;"{""coordinates"": [-0.329473995709623, 39.463786402976126], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;1587;Reina - Armada Espanyola;C REINA (C.) 3 - VAL�NCIA;729744.45;4371649.91;
39.46373956971578, -0.32874544427573404;"{""coordinates"": [-0.328745444275734, 39.46373956971578], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;1627;Dr. Lluch - Armada Espanyola;C DOCTOR LLUCH 4 - VAL�NCIA;729807.29;4371646.57;
39.465609687609025, -0.32913321938754364;"{""coordinates"": [-0.329133219387544, 39.465609687609025], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;1673;Reina - Vicent Gallart;C REINA (C.) 45 - VAL�NCIA;729767.77;4371853.17;
39.464019831425766, -0.33612383832852094;"{""coordinates"": [-0.336123838328521, 39.464019831425766], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;1748;Serradora - Fco. Cubells;C SERRERIA 12 - VAL�NCIA;729171.52;4371658.88;
39.470910510842266, -0.33466147620783204;"{""coordinates"": [-0.334661476207832, 39.470910510842266], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;1755;Mar� Blas de Lezo(impar) -Estaci� Cabanyal;C MARINO BLAS DE LEZO 17 - VAL�NCIA;729274.71;4372427.49;
39.46968621457271, -0.33439009238985035;"{""coordinates"": [-0.33439009238985, 39.46968621457271], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;1768;Mar� Blas de Lezo(par) -Estaci� Cabanyal;C MARINO BLAS DE LEZO S/N(MILLARS) - VAL�NCIA;729302.08;4372292.28;
39.47015132722144, -0.33419728472094445;"{""coordinates"": [-0.334197284720944, 39.47015132722144], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;2229;Estaci� del Cabanyal;C MARINO BLAS DE LEZO 12ACC - VAL�NCIA;729317.14;4372344.4;
39.47048174906106, -0.3246315247266272;"{""coordinates"": [-0.324631524726627, 39.47048174906106], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;2342;Passeig Mar�tim - Pescadors;C PAVIA 35 (DAVANT) - VAL�NCIA;730139.03;4372405.48;
39.47223975267974, -0.33170956631498694;"{""coordinates"": [-0.331709566314987, 39.47223975267974], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;46;Pintor Ferrandis - �ngels;C PINTOR FERRANDIS 4 - VAL�NCIA;729524.3;4372582.56;
39.468114699511595, -0.3288058562967546;"{""coordinates"": [-0.328805856296755, 39.468114699511595], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;50;Reina - Columbretes;C REINA (C.) 97 - VAL�NCIA;729787.69;4372132.07;
39.4656271966117, -0.32848401009686473;"{""coordinates"": [-0.328484010096865, 39.4656271966117], ""type"": ""Point""}";2;CABANYAL-CANYAMELAR;112;11;112;emt;9;Dr. Lluch - Vicent Gallart;C DOCTOR LLUCH 38 - VAL�NCIA;729823.57;4371856.77;
39.470826059497384, -0.3586448519548371;"{""coordinates"": [-0.358644851954837, 39.470826059497384], ""type"": ""Point""}";2;MESTALLA;062;6;62;emt;1035;Arag� - Finl�ndia;AV ARAG�N 22 (DAVANT INSTITUT) - VAL�NCIA;727211.6299999999;4372357.33;
39.46864963721426, -0.3599772665632093;"{""coordinates"": [-0.359977266563209, 39.46864963721426], ""type"": ""Point""}";2;MESTALLA;062;6;62;emt;1054;Arag� - Saragossa;AV ARAG�N 4 - VAL�NCIA;727104.08;4372112.38;
39.47506320359846, -0.3557790945260588;"{""coordinates"": [-0.355779094526059, 39.47506320359846], ""type"": ""Point""}";2;MESTALLA;062;6;62;emt;1057;Arag� - Blasco Ib��ez;AV ARAG�N 42 (ACC�S) - VAL�NCIA;727444.3700000001;4372834.9;
39.46788493350332, -0.3604475094675937;"{""coordinates"": [-0.360447509467594, 39.46788493350332], ""type"": ""Point""}";2;MESTALLA;062;6;62;emt;1430;Albereda - Illes Can�ries;PSEG ALAMEDA 31 - VAL�NCIA;727066.11;4372026.31;
39.47583171984323, -0.3548400269675749;"{""coordinates"": [-0.354840026967575, 39.47583171984323], ""type"": ""Point""}";2;MESTALLA;062;6;62;emt;169;Blasco Ib��ez - B�lgica;AV BLASCO IBA�EZ 56 (JARD� LATERAL) - VAL�NCIA;727522.65;4372922.58;
39.469622165753435, -0.3554063592584425;"{""coordinates"": [-0.355406359258442, 39.469622165753435], ""type"": ""Point""}";2;MESTALLA;062;6;62;emt;1695;Cardenal Benlloch - Dr. Ferran;AV CARDENAL BENLLOCH 41 - VAL�NCIA;727494.17;4372231.87;
39.47184869539602, -0.3559017955343918;"{""coordinates"": [-0.355901795534392, 39.47184869539602], ""type"": ""Point""}";2;MESTALLA;062;6;62;emt;1802;Ernest Ferrer - Polo y Peirol�n;C ERNESTO FERRER 10 ACC - VAL�NCIA;727444.29;4372477.77;
39.469483163573415, -0.3602048280970738;"{""coordinates"": [-0.360204828097074, 39.469483163573415], ""type"": ""Point""}";2;MESTALLA;062;6;62;emt;219;Arag� - Passeig Albereda;AV ARAG�N 3 - VAL�NCIA;727081.79;4372204.33;
39.467662008449686, -0.3564147491221695;"{""coordinates"": [-0.35641474912217, 39.467662008449686], ""type"": ""Point""}";2;MESTALLA;062;6;62;emt;229;Cardenal Benlloch (impar) - Port;AV CARDENAL BENLLOCH 5 - VAL�NCIA;727413.8;4372011.74;
39.46463097002357, -0.35783529572036743;"{""coordinates"": [-0.357835295720367, 39.46463097002357], ""type"": ""Point""}";2;MESTALLA;062;6;62;emt;230;Eduard Bosc� - Passeig de l'Albereda;C EDUARDO BOSCA 32 - VAL�NCIA;727301.45;4371671.7;
39.473192123839745, -0.3723066258831901;"{""coordinates"": [-0.37230662588319, 39.473192123839745], ""type"": ""Point""}";2;LA XEREA;012;1;12;emt;2227;Carrer de la Pau;C PAZ 25 - VAL�NCIA;726028.61;4372585.59;
39.472403557237925, -0.36834819298744037;"{""coordinates"": [-0.36834819298744, 39.472403557237925], ""type"": ""Point""}";2;LA XEREA;012;1;12;emt;2253;Porta de la Mar - Pla�a;PL PORTA DE LA MAR 6 - VAL�NCIA;726371.71;4372508.0;
39.472164208791256, -0.36888993231738904;"{""coordinates"": [-0.368889932317389, 39.472164208791256], ""type"": ""Point""}";2;LA XEREA;012;1;12;emt;2255;Porta de la Mar - Glorieta;PL PORTA DE LA MAR S/N (JARD�) - VAL�NCIA;726325.88;4372480.07;
39.47377932063826, -0.37962380850738886;"{""coordinates"": [-0.379623808507389, 39.47377932063826], ""type"": ""Point""}";5;EL MERCAT;015;1;15;emt;2214;Mercat Central - Llotja;PL CIUDAD DE BRUJAS 2 ACC. - VAL�NCIA;725397.22;4372632.43;
39.47252498332397, -0.37984967029424693;"{""coordinates"": [-0.379849670294247, 39.47252498332397], ""type"": ""Point""}";5;EL MERCAT;015;1;15;emt;2288;Av. de l'Oest - Beata;AV BARON DE CARCER 24 - VAL�NCIA;725381.84;4372492.63;
39.470921033084934, -0.38356722393806914;"{""coordinates"": [-0.383567223938069, 39.470921033084934], ""type"": ""Point""}";4;EL PILAR;014;1;14;emt;1766;Guillem de Castro - Hospital;C GUILLEM DE CASTRO 34 - VAL�NCIA;725067.19;4372305.29;
39.470198506056455, -0.37585507818958724;"{""coordinates"": [-0.375855078189587, 39.470198506056455], ""type"": ""Point""}";6;SANT FRANCESC;016;1;16;emt;2219;Pl. de l'Ajuntament - Barques;PL AYUNTAMIENTO 21-22 - VAL�NCIA;725733.02;4372244.39;
39.46995212040537, -0.37097659485026774;"{""coordinates"": [-0.370976594850268, 39.46995212040537], ""type"": ""Point""}";6;SANT FRANCESC;016;1;16;emt;2259;Col�n - els Pinazo;C COLON 60 (DAVANT) - VAL�NCIA;726153.53;4372229.28;
39.46807544542191, -0.37688250882357927;"{""coordinates"": [-0.376882508823579, 39.46807544542191], ""type"": ""Point""}";6;SANT FRANCESC;016;1;16;emt;2278;Marqu�s de Sotelo - X�tiva;AV MARQU�S DE SOTELO 9 - VAL�NCIA;725651.49;4372006.15;
39.46888862928017, -0.3767929088867011;"{""coordinates"": [-0.376792908886701, 39.46888862928017], ""type"": ""Point""}";6;SANT FRANCESC;016;1;16;emt;2279;Marqu�s de Sotelo - Pl. de l'Ajuntament;AV MARQU�S DE SOTELO 1-3 - VAL�NCIA;725656.57;4372096.64;
39.470306201581394, -0.37549384166206545;"{""coordinates"": [-0.375493841662065, 39.470306201581394], ""type"": ""Point""}";6;SANT FRANCESC;016;1;16;emt;2280;Barques - Pl. de l'Ajuntament;C BARCAS 2 - VAL�NCIA;725763.75;4372257.25;
39.46868623993769, -0.3789746277253098;"{""coordinates"": [-0.37897462772531, 39.46868623993769], ""type"": ""Point""}";6;SANT FRANCESC;016;1;16;emt;2311;Sant Pau - Sant Agust�;C SAN PABLO 2ACC - VAL�NCIA;725469.52;4372068.71;
39.468461996960656, -0.3739459303128048;"{""coordinates"": [-0.373945930312805, 39.468461996960656], ""type"": ""Point""}";6;SANT FRANCESC;016;1;16;emt;2317;Pascual i Gen�s - Roger de Lloria;C PASCUAL Y GENIS 20 - VAL�NCIA;725902.89;4372056.42;
39.47006858503474, -0.3803066104958819;"{""coordinates"": [-0.380306610495882, 39.47006858503474], ""type"": ""Point""}";6;SANT FRANCESC;016;1;16;emt;2318;Quevedo - Av. de l'Oest;C QUEVEDO 2 - VAL�NCIA;725350.46;4372218.82;
39.471674539463336, -0.3677463725819935;"{""coordinates"": [-0.367746372581993, 39.471674539463336], ""type"": ""Point""}";2;EL PLA DEL REMEI;022;2;22;emt;2250;Porta de la Mar (par) - Navarro Reverter;AV NAVARRO REVERTER 2 - VAL�NCIA;726425.85;4372428.59;
39.46538140788541, -0.3732828510775472;"{""coordinates"": [-0.373282851077547, 39.46538140788541], ""type"": ""Point""}";2;EL PLA DEL REMEI;022;2;22;emt;689;Marqu�s del T�ria - Russafa;GV MARQU�S DEL TURIA 7 - VAL�NCIA;725969.91;4371716.13;
39.469289468049226, -0.3641376703158056;"{""coordinates"": [-0.364137670315806, 39.469289468049226], ""type"": ""Point""}";2;EL PLA DEL REMEI;022;2;22;emt;764;Am�rica - Pont d'Arag�;PL AMERICA 1 (DAVANT RIU) - VAL�NCIA;726744.06;4372172.92;
39.46575762261177, -0.37415620496073987;"{""coordinates"": [-0.37415620496074, 39.46575762261177], ""type"": ""Point""}";2;EL PLA DEL REMEI;022;2;22;emt;830;Russafa - Ciril Amor�s;C RUZAFA 21 - VAL�NCIA;725893.55;4371755.7;
39.47124848700544, -0.34025913077368225;"{""coordinates"": [-0.340259130773682, 39.47124848700544], ""type"": ""Point""}";1;L'ILLA PERDUDA;131;13;131;emt;129;Blasco Ib��ez - Enginyer Rafael Janini;AV BLASCO IBA�EZ 168 - VAL�NCIA;728792.02;4372450.77;
39.46812271509932, -0.33509963310712104;"{""coordinates"": [-0.335099633107121, 39.46812271509932], ""type"": ""Point""}";1;L'ILLA PERDUDA;131;13;131;emt;1386;Serradora - Ambulatori;C SERRERIA 73 - VAL�NCIA;729246.17;4372116.92;
39.46656877805656, -0.3368633065945424;"{""coordinates"": [-0.336863306594542, 39.46656877805656], ""type"": ""Point""}";1;L'ILLA PERDUDA;131;13;131;emt;1387;Sants Just i Pastor - Fusta;C SANTOS JUSTO Y PASTOR 151 - VAL�NCIA;729099.5300000001;4371939.94;
39.46824473105302, -0.3426586600590443;"{""coordinates"": [-0.342658660059044, 39.46824473105302], ""type"": ""Point""}";1;L'ILLA PERDUDA;131;13;131;emt;1503;Sants Just i Pastor - Music Gin�s;C SANTOS JUSTO Y PASTOR 103 - VAL�NCIA;728595.42;4372111.25;
39.46743825390262, -0.33981117915572523;"{""coordinates"": [-0.339811179155725, 39.46743825390262], ""type"": ""Point""}";1;L'ILLA PERDUDA;131;13;131;emt;1515;Sants Just i Pastor - Jose Maria Haro;C SANTOS JUSTO Y PASTOR 145 - VAL�NCIA;728843.05;4372028.96;
39.46629605139407, -0.33541564228821114;"{""coordinates"": [-0.335415642288211, 39.46629605139407], ""type"": ""Point""}";1;L'ILLA PERDUDA;131;13;131;emt;1756;Serradora - Sants Just i Pastor;C SERRERIA 57 - VAL�NCIA;729224.9799999999;4371913.35;
39.46837612812195, -0.35026746177823176;"{""coordinates"": [-0.350267461778232, 39.46837612812195], ""type"": ""Point""}";2;ALBORS;122;12;122;emt;1118;Dr. Manuel Candela (impar) - Rodr�guez de Cepeda;C DOCTOR MANUEL CANDELA 29 - VAL�NCIA;727940.36;4372106.55;
39.467526944885634, -0.3560969781443105;"{""coordinates"": [-0.356096978144311, 39.467526944885634], ""type"": ""Point""}";2;ALBORS;122;12;122;emt;150;Cardenal Benlloch (par) - Port;AV CARDENAL BENLLOCH 6 - VAL�NCIA;727441.58;4371997.55;
39.46994260317333, -0.35491929045883747;"{""coordinates"": [-0.354919290458837, 39.46994260317333], ""type"": ""Point""}";2;ALBORS;122;12;122;emt;1677;Cardenal Benlloch - Pobla Farnals;AV CARDENAL BENLLOCH 54 - VAL�NCIA;727535.03;4372268.67;
39.470302398378614, -0.3850361352883691;"{""coordinates"": [-0.385036135288369, 39.470302398378614], ""type"": ""Point""}";4;ARRANCAPINS;034;3;34;metrovlc;17;�ngel Guimer�;NULL;724942.81;4372232.95;A
39.466015336900554, -0.38226533535857365;"{""coordinates"": [-0.382265335358574, 39.466015336900554], ""type"": ""Point""}";4;ARRANCAPINS;034;3;34;emt;1041;Ram�n i Cajal - Pintor Benedito;GV RAMON Y CAJAL 25 - VAL�NCIA;725195.0200000001;4371764.0;
39.46492560370926, -0.3883865319264062;"{""coordinates"": [-0.388386531926406, 39.46492560370926], ""type"": ""Point""}";4;ARRANCAPINS;034;3;34;emt;439;P�rez Gald�s - Conca;AV PEREZ GALDOS 30 - VAL�NCIA;724671.87;4371627.75;
39.46709216090813, -0.3830293831234646;"{""coordinates"": [-0.383029383123465, 39.46709216090813], ""type"": ""Point""}";4;ARRANCAPINS;034;3;34;emt;705;Ram�n i Cajal (impar) - Jes�s;GV RAMON Y CAJAL 39 - VAL�NCIA;725125.81;4371881.62;
39.46526829538058, -0.3817520785388552;"{""coordinates"": [-0.381752078538855, 39.46526829538058], ""type"": ""Point""}";4;ARRANCAPINS;034;3;34;emt;706;Espanya - Sant Vicent M�rtir;PL ESPA�A 5 (JUNT.) - VAL�NCIA;725241.59;4371682.36;
39.45890224268825, -0.383109218974062;"{""coordinates"": [-0.383109218974062, 39.45890224268825], ""type"": ""Point""}";4;ARRANCAPINS;034;3;34;emt;737;Sant Vicent M�rtir - Ro�s de Corella;C SAN VICENTE MARTIR 188 (DAVANT) - VAL�NCIA;725145.35;4370972.32;
39.46161050778483, -0.38229867241864096;"{""coordinates"": [-0.382298672418641, 39.46161050778483], ""type"": ""Point""}";4;ARRANCAPINS;034;3;34;emt;738;Sant Vicent M�rtir - Dr. Gil i Morte;C SAN VICENTE MARTIR 153 - VAL�NCIA;725206.36;4371274.97;
39.4638253607591, -0.38556997369238954;"{""coordinates"": [-0.38556997369239, 39.4638253607591], ""type"": ""Point""}";4;ARRANCAPINS;034;3;34;emt;741;Jes�s - Pintor Segrelles;C JESUS 75 (DAVANT) - VAL�NCIA;724917.75;4371512.65;
39.461397978025815, -0.38540772854720146;"{""coordinates"": [-0.385407728547201, 39.461397978025815], ""type"": ""Point""}";4;ARRANCAPINS;034;3;34;emt;742;Albacete - Mestre Sosa;C ALBACETE 41 - VAL�NCIA;724939.5300000001;4371243.61;
39.46986104697125, -0.3881042703272016;"{""coordinates"": [-0.388104270327202, 39.46986104697125], ""type"": ""Point""}";4;ARRANCAPINS;034;3;34;emt;746;�ngel Guimer� - Bon Ordre;C ANGEL GUIMERA 42 (ACC�S) - VAL�NCIA;724680.27;4372176.3;
39.463088385786634, -0.3796235004875202;"{""coordinates"": [-0.37962350048752, 39.463088385786634], ""type"": ""Point""}";4;ARRANCAPINS;034;3;34;emt;983;Ram�n i Cajal - Bail�n;GV RAMON Y CAJAL 1 - VAL�NCIA;725431.77;4371445.71;
39.46718586156372, -0.3773750373833963;"{""coordinates"": [-0.377375037383396, 39.46718586156372], ""type"": ""Point""}";2;LA ROQUETA;032;3;32;metrovlc;16;X�tiva;NULL;725611.99;4371906.17;A
39.46620163682386, -0.38163339444366745;"{""coordinates"": [-0.381633394443667, 39.46620163682386], ""type"": ""Point""}";2;LA ROQUETA;032;3;32;metrovlc;51;Pl. Espanya;NULL;725248.79;4371786.26;A
39.466449755164376, -0.3819499929073173;"{""coordinates"": [-0.381949992907317, 39.466449755164376], ""type"": ""Point""}";2;LA ROQUETA;032;3;32;emt;1968;Ram�n i Cajal - Pla�a Espanya;GV RAMON Y CAJAL 18 - VAL�NCIA;725220.75;4371813.01;
39.46526975540243, -0.3810372334400048;"{""coordinates"": [-0.381037233440005, 39.46526975540243], ""type"": ""Point""}";2;LA ROQUETA;032;3;32;emt;691;Espanya - Ermita;C ERMITA 1 (RAMON I CAJAL) - VAL�NCIA;725303.09;4371684.31;
39.467632688241345, -0.38275329987263784;"{""coordinates"": [-0.382753299872638, 39.467632688241345], ""type"": ""Point""}";2;LA ROQUETA;032;3;32;emt;692;Ram�n i Cajal (par) - Jes�s;GV RAMON Y CAJAL 28 - VAL�NCIA;725147.82;4371942.31;
39.462853248624675, -0.3631337010525734;"{""coordinates"": [-0.363133701052573, 39.462853248624675], ""type"": ""Point""}";3;LA GRAN VIA;023;2;23;emt;1042;Regne de Val�ncia - Ciscar;AV REGNE DE VALENCIA 73 - VAL�NCIA;726851.3500000001;4371461.01;
39.46345125047803, -0.36126817522413757;"{""coordinates"": [-0.361268175224138, 39.46345125047803], ""type"": ""Point""}";3;LA GRAN VIA;023;2;23;emt;1428;Jacinto Benavente - Peris i Valero;AV JACINTO BENAVENTE S/N - VAL�NCIA;727009.92;4371532.09;
39.46431865212691, -0.3611348612316532;"{""coordinates"": [-0.361134861231653, 39.46431865212691], ""type"": ""Point""}";3;LA GRAN VIA;023;2;23;emt;1763;Jacinto Benavente - Pont Angel Custodi;AV JACINTO BENAVENTE 27 (DAVANT) - VAL�NCIA;727018.57;4371628.71;
39.46601301675472, -0.36712020561918024;"{""coordinates"": [-0.36712020561918, 39.46601301675472], ""type"": ""Point""}";3;LA GRAN VIA;023;2;23;emt;1804;Joaqu�n Costa - Comte d'Altea;C JOAQU�N COSTA 18 - VAL�NCIA;726498.09;4371801.72;
39.46343636103609, -0.36329136105433624;"{""coordinates"": [-0.363291361054336, 39.46343636103609], ""type"": ""Point""}";3;LA GRAN VIA;023;2;23;emt;602;Mestre Racional - Regne de Val�ncia;C MESTRE RACIONAL 5 - VAL�NCIA;726835.89;4371525.34;
39.46530338106287, -0.37225823265226893;"{""coordinates"": [-0.372258232652269, 39.46530338106287], ""type"": ""Point""}";3;LA GRAN VIA;023;2;23;emt;709;Marqu�s del T�ria - Gregori Mayans;GV MARQU�S DEL TURIA 6 - VAL�NCIA;726058.32;4371710.04;
39.46646804265443, -0.3695028025859841;"{""coordinates"": [-0.369502802585984, 39.46646804265443], ""type"": ""Point""}";3;LA GRAN VIA;023;2;23;emt;710;Marqu�s del T�ria - Mestre Gozalbo;GV MARQU�S DEL TURIA 40 - VAL�NCIA;726291.62;4371846.24;
39.46479642825968, -0.3720099939226904;"{""coordinates"": [-0.37200999392269, 39.46479642825968], ""type"": ""Point""}";3;LA GRAN VIA;023;2;23;emt;726;Regne de Val�ncia - Gregori Mayans;AV REGNE DE VALENCIA 11 - VAL�NCIA;726081.32;4371654.39;
39.46855467191308, -0.3999233564621275;"{""coordinates"": [-0.399923356462128, 39.46855467191308], ""type"": ""Point""}";3;TRES FORQUES;073;7;73;emt;507;Cid - Santa Cruz de Tenerife;AV CID 41 - VAL�NCIA;723667.62;4372001.87;
39.46405479689724, -0.3968987073179044;"{""coordinates"": [-0.396898707317904, 39.46405479689724], ""type"": ""Point""}";3;TRES FORQUES;073;7;73;emt;511;Tres Forques (par) - Arxiduc Carles;C TRES FORQUES 77 (DAVANT) - VAL�NCIA;723942.2799999999;4371509.89;
39.463822002238295, -0.40285387008497126;"{""coordinates"": [-0.402853870084971, 39.463822002238295], ""type"": ""Point""}";3;TRES FORQUES;073;7;73;emt;513;Tres Forques - Josep Maestre;C TRES FORQUES 98 - VAL�NCIA;723430.64;4371469.26;
39.46504286806911, -0.35046032898348506;"{""coordinates"": [-0.350460328983485, 39.46504286806911], ""type"": ""Point""}";4;CAMI FONDO;124;12;124;emt;1597;Illes Can�ries - Lebon;C ISLAS CANARIAS 78 (DAVANT) - VAL�NCIA;727934.65;4371736.06;
39.466446040187975, -0.3934192933387428;"{""coordinates"": [-0.393419293338743, 39.466446040187975], ""type"": ""Point""}";1;PATRAIX;081;8;81;emt;509;Arxiduc Carles - Xiva;C ARCHIDUQUE CARLOS 8 - VAL�NCIA;724233.97;4371783.98;
39.46508335859468, -0.3949176434319357;"{""coordinates"": [-0.394917643431936, 39.46508335859468], ""type"": ""Point""}";1;PATRAIX;081;8;81;emt;510;Arxiduc Carles - �nguera;C ARCHIDUQUE CARLOS 41 (DAVANT) - VAL�NCIA;724109.43;4371628.99;
39.46436118441269, -0.38949248411837156;"{""coordinates"": [-0.389492484118372, 39.46436118441269], ""type"": ""Point""}";1;PATRAIX;081;8;81;emt;534;Tres Forques - Xiva;C TRES FORQUES 10 - VAL�NCIA;724578.53;4371562.34;
39.46420609549468, -0.39335949201546494;"{""coordinates"": [-0.393359492015465, 39.46420609549468], ""type"": ""Point""}";1;PATRAIX;081;8;81;emt;535;Tres Forques - Mestre Bellver;C TRES FORQUES 46 - VAL�NCIA;724246.31;4371535.49;
39.46057634741373, -0.38991545458226895;"{""coordinates"": [-0.389915454582269, 39.46057634741373], ""type"": ""Point""}";1;PATRAIX;081;8;81;emt;549;Beat Nicolau Factor - Lladr� i Mall�;C BEATO NICOLAS FACTOR 20 - VAL�NCIA;724554.31;4371141.16;
39.46173913299349, -0.392713581303658;"{""coordinates"": [-0.392713581303658, 39.46173913299349], ""type"": ""Point""}";1;PATRAIX;081;8;81;emt;550;Humanista Mariner - Beat Nicolau Factor;C HUMANISTA MARINER 4 - VAL�NCIA;724309.81;4371263.26;
39.459766627474146, -0.3921946343318068;"{""coordinates"": [-0.392194634331807, 39.459766627474146], ""type"": ""Point""}";1;PATRAIX;081;8;81;emt;552;Pius XI - Manuel Sim�;C PIO XI 3 - VAL�NCIA;724360.8;4371045.6;
39.45685209429294, -0.39024429639137176;"{""coordinates"": [-0.390244296391372, 39.45685209429294], ""type"": ""Point""}";1;PATRAIX;081;8;81;emt;559;Gaspar Aguilar - Fontanars dels Alforins;AV GASPAR AGUILAR 30 - VAL�NCIA;724537.99;4370726.94;
39.46134617379494, -0.3749130708186129;"{""coordinates"": [-0.374913070818613, 39.46134617379494], ""type"": ""Point""}";1;RUSSAFA;021;2;21;emt;1675;Sueca - Puerto Rico;C  37 - VAL�NCIA;725842.7;4371264.12;
39.46333056135542, -0.37635006323222775;"{""coordinates"": [-0.376350063232228, 39.46333056135542], ""type"": ""Point""}";1;RUSSAFA;021;2;21;emt;1676;Sueca - G.V. Germanies;C  3 - VAL�NCIA;725712.64;4371480.79;
39.45888536508175, -0.37316437250619666;"{""coordinates"": [-0.373164372506197, 39.45888536508175], ""type"": ""Point""}";1;RUSSAFA;021;2;21;emt;1818;Sueca - Peris i Valero;C  73 - VAL�NCIA;726001.13;4370995.35;
39.46306482077388, -0.3772010327337488;"{""coordinates"": [-0.377201032733749, 39.46306482077388], ""type"": ""Point""}";1;RUSSAFA;021;2;21;emt;2080;Germanies - Cuba;GV GERMANIAS 45 - VAL�NCIA;725640.28;4371449.16;
39.4605641914056, -0.37822074770461117;"{""coordinates"": [-0.378220747704611, 39.4605641914056], ""type"": ""Point""}";1;RUSSAFA;021;2;21;emt;2128;Filipines - Puerto Rico;C FILIPINAS 11 - VAL�NCIA;725560.62;4371169.03;
39.462143012081526, -0.36645188736712664;"{""coordinates"": [-0.366451887367127, 39.462143012081526], ""type"": ""Point""}";1;RUSSAFA;021;2;21;emt;603;Maties Perell� - Lluis de Santangel;C MATIAS PERELLO 41 - VAL�NCIA;726568.15;4371373.82;
39.4609243776537, -0.3693350901604383;"{""coordinates"": [-0.369335090160438, 39.4609243776537], ""type"": ""Point""}";1;RUSSAFA;021;2;21;emt;604;Maties Perell� - Mestre Aguilar;C MATIAS PERELLO 7 - VAL�NCIA;726324.02;4371231.3;
39.4594522205754, -0.3727906831372051;"{""coordinates"": [-0.372790683137205, 39.4594522205754], ""type"": ""Point""}";1;RUSSAFA;021;2;21;emt;605;dels Centelles - Sueca;C CENTELLES  LOS 32 - VAL�NCIA;726031.4499999998;4371059.21;
39.46361498632987, -0.37489867329269105;"{""coordinates"": [-0.374898673292691, 39.46361498632987], ""type"": ""Point""}";1;RUSSAFA;021;2;21;emt;716;Cadis - D�nia;C CADIZ 12 - VAL�NCIA;725836.6;4371516.0;
39.46323640148862, -0.3717801275839422;"{""coordinates"": [-0.371780127583942, 39.46323640148862], ""type"": ""Point""}";1;RUSSAFA;021;2;21;emt;721;Russafa - Sant Valero;PL DOCTOR LANDETE 1 - VAL�NCIA;726106.15;4371481.8;
